1,37.99263642567839
2,37.10805425968031
3,37.65568075220648
4,37.62118995654344
5,37.44336322444838
6,37.62872846747672
7,37.56468752602444
8,37.38769095719133
9,37.19384076473487
10,37.32821827061018
11,37.161178947059675
12,37.22363865009692
13,37.16574982074235
14,36.770944600089145
15,37.0032499451359
16,36.95021377358698
17,36.7611266755811
18,36.70611487259744
19,36.58228017826774
20,36.43338974253416
21,36.391688311144144
22,36.188463297094216
23,36.076953253690036
24,35.972277260911675
25,35.8311641717249
26,35.91570097990691
27,35.786922493129545
28,35.748685749422684
29,35.576418230489985
30,35.485442288464185
31,35.442101481042684
32,35.172070060541685
33,35.09624446710589
34,35.137131448103275
35,34.94772276003882
36,35.0078878603943
37,34.822614799532595
38,34.637830408906474
39,34.54049442114575
40,34.462369511167395
41,34.28752979552843
42,34.120194546272565
43,33.98226855074445
44,33.79571227222232
45,33.58007094884256
46,33.46336675460636
47,33.1583841513715
48,33.003573630243714
49,32.83474461087865
50,32.65103131417725
51,32.454982891304134
52,32.14854108627256
53,31.916902490646915
54,31.72992615475186
55,31.49562998916336
56,31.349709285729624
57,31.069450882356175
58,30.752672628129282
59,30.680170306552842
60,30.537648820513464
61,30.089283666000966
62,29.633983898499054
63,29.42328217746848
64,29.123079429078132
65,28.74352773819008
66,28.37172563444638
67,27.913318385156995
68,27.474990087798275
69,27.33453327278641
70,26.993558771106965
71,26.48346403821789
72,26.11896422860549
73,25.63475121028376
74,25.22719342489746
75,24.89018066133372
76,24.325972377823277
77,23.879764600267222
78,23.487608569379912
79,23.05957324894475
80,22.5071888995911
81,21.83838947279657
82,21.370666587054796
83,21.03004824374641
84,20.596609791317384
85,20.13489969689875
86,19.464537887132366
87,19.026072364048325
88,18.53886133026199
89,17.90552794455243
90,17.407695011111617
91,16.73050753091638
92,16.154341230097685
93,15.6840288634934
94,15.19640981886728
95,14.557971845680768
96,13.953111750450304
97,13.412404158044229
98,12.921871423685474
99,12.555546302421405
